name,smiles,p_crbn_glue,error
cand_754,NS(=O)(=O)c1cc(O)cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.92,
cand_755,N#Cc1cc(C(N)=O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.895,
cand_756,CNc1ccc(-c2ccc(N3CCNCC3)cc2)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,
cand_757,N#Cc1ccc2c(c1Cl)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,
cand_758,NC(=O)c1ccc2c(c1Cl)CN(C1CCC(=O)NC1=O)C2=O,0.98,
cand_759,O=C1CCC(N2C(=O)c3c(Cl)ccc(C(=O)O)c3C2=O)C(=O)N1,0.905,
cand_760,O=C1CCC(N2C(=O)c3cc(C(F)(F)F)cc(O)c3C2=O)C(=O)N1,0.91,
cand_761,Cc1cc2c(c(-c3ccc(N4CCNCC4)cc3)c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.97,
cand_762,COc1cc(Cl)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.975,
cand_763,N#Cc1ccc(O)c2c1CN(C1CCC(=O)NC1=O)C2=O,0.925,
cand_764,CN(C)c1cc(F)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.95,
cand_765,CNc1cc2c(cc1C(N)=O)CN(C1CCC(=O)NC1=O)C2=O,0.875,
cand_766,N#Cc1cc2c(cc1I)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.925,
cand_767,Cc1cc(C(F)(F)F)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.94,
cand_768,CN(C)c1cc(C(F)(F)F)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.925,
cand_769,Cc1cc2c(c([N+](=O)[O-])c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.865,
cand_770,N#Cc1c(N)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.94,
cand_771,O=C1CCC(N2Cc3cc(C(F)(F)F)c([N+](=O)[O-])cc3C2=O)C(=O)N1,0.885,
cand_772,O=C1CCC(N2Cc3c(ccc(F)c3I)C2=O)C(=O)N1,0.97,
cand_773,Nc1cc(O)c2c(c1)CN(C1CCC(=O)NC1=O)C2=O,0.885,
cand_774,CNc1c(OC)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.985,
cand_775,COc1ccc(Br)c2c1CN(C1CCC(=O)NC1=O)C2=O,0.91,
cand_776,CCc1ccc2c(c1-c1ccc(N3CCNCC3)cc1)CN(C1CCC(=O)NC1=O)C2=O,0.915,
cand_777,CNc1ccc(Cl)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.915,
cand_778,Nc1cc2c(cc1I)CN(C1CCC(=O)NC1=O)C2=O,0.965,
cand_779,O=C1CCC(N2C(=O)c3cc(Br)cc(-c4ccc(N5CCNCC5)cc4)c3C2=O)C(=O)N1,0.995,
cand_780,CNc1cc2c(cc1C(F)(F)F)CN(C1CCC(=O)NC1=O)C2=O,0.945,
cand_781,NS(=O)(=O)c1cc2c(c(C(F)(F)F)c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.915,
cand_782,Cc1cc(Br)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.95,
cand_783,O=C1CCC(N2Cc3cc(C(F)(F)F)cc([N+](=O)[O-])c3C2=O)C(=O)N1,0.875,
cand_784,Cc1cc(C#N)c2c(c1)CN(C1CCC(=O)NC1=O)C2=O,0.915,
cand_785,O=C1CCC(N2Cc3cc(F)c(I)cc3C2=O)C(=O)N1,0.97,
cand_786,CN(C)c1cc(N)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.92,
cand_787,CNc1cc(C#N)c2c(c1)CN(C1CCC(=O)NC1=O)C2=O,0.92,
cand_788,O=C1CCC(N2C(=O)c3cc(I)cc(C(=O)O)c3C2=O)C(=O)N1,0.96,
cand_789,Cc1c(N)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.865,
cand_790,O=C1CCC(N2Cc3ccc(C(=O)O)c(O)c3C2=O)C(=O)N1,0.955,
cand_791,NS(=O)(=O)c1c(C(F)(F)F)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.905,
cand_792,CN(C)c1c(S(N)(=O)=O)ccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.965,
cand_793,CN(C)c1cc(I)cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.935,
cand_794,Nc1cc2c(cc1-c1ccc(N3CCNCC3)cc1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.995,
cand_795,CN(C)c1ccc2c(c1-c1ccc(N3CCNCC3)cc1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.98,
cand_796,CNc1cc(C(F)(F)F)cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.93,
cand_797,O=C1CCC(N2Cc3cc(O)cc(F)c3C2=O)C(=O)N1,0.92,
cand_798,CN(C)c1cc2c(c(C(=O)O)c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.92,
cand_799,O=C1CCC(N2C(=O)c3cc(Cl)c(-c4ccc(N5CCNCC5)cc4)cc3C2=O)C(=O)N1,0.995,
cand_800,O=C1CCC(N2C(=O)c3cc(Cl)cc(F)c3C2=O)C(=O)N1,0.945,
cand_801,CNc1ccc(Br)c2c1CN(C1CCC(=O)NC1=O)C2=O,0.885,
cand_802,COc1ccc(Cl)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.945,
cand_803,CNc1cc2c(cc1C#N)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.895,
cand_804,NC(=O)c1ccc(-c2ccc(N3CCNCC3)cc2)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,
cand_805,Nc1cc2c(c(C(=O)O)c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.915,
cand_806,CCc1cc(C(F)(F)F)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.885,
cand_807,N#Cc1cc2c(cc1-c1ccc(N3CCNCC3)cc1)C(=O)N(C1CCC(=O)NC1=O)C2,0.99,
cand_808,CN(C)c1cc2c(cc1-c1ccc(N3CCNCC3)cc1)C(=O)N(C1CCC(=O)NC1=O)C2=O,1.0,
cand_809,O=C1CCC(N2Cc3cc(Cl)cc(Br)c3C2=O)C(=O)N1,0.94,
cand_810,Cc1cc2c(cc1F)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.945,
cand_811,O=C1CCC(N2Cc3cc(I)cc(Cl)c3C2=O)C(=O)N1,0.95,
cand_812,NC(=O)c1c(S(N)(=O)=O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.94,
cand_813,NS(=O)(=O)c1cc(O)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.925,
cand_814,CCc1c(Cl)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.95,
cand_815,Nc1cc(F)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.945,
cand_816,NC(=O)c1cc2c(cc1C(F)(F)F)CN(C1CCC(=O)NC1=O)C2=O,0.945,
cand_817,CN(C)c1ccc2c(c1I)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.98,
cand_818,CN(C)c1ccc2c(c1N(C)C)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.995,
cand_819,NC(=O)c1cc2c(c(C(F)(F)F)c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.905,
cand_820,CCc1cc(C(N)=O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.87,
cand_821,COc1cc(N)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.95,
cand_822,Cc1c(O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.98,
cand_823,N#Cc1cc2c(cc1I)C(=O)N(C1CCC(=O)NC1=O)C2,0.955,
cand_824,NC(=O)c1cc2c(cc1S(N)(=O)=O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.93,
cand_825,CCc1cc(C#N)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.91,
cand_826,N#Cc1cc(I)c2c(c1)CN(C1CCC(=O)NC1=O)C2=O,0.9,
cand_827,O=C1CCC(N2Cc3cc(O)c(Cl)cc3C2=O)C(=O)N1,0.97,
cand_828,CCc1c(C(=O)O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.915,
cand_829,Nc1ccc2c(c1C(=O)O)CN(C1CCC(=O)NC1=O)C2=O,0.975,
cand_830,O=C1CCC(N2C(=O)c3ccc([N+](=O)[O-])c(Br)c3C2=O)C(=O)N1,0.92,
cand_831,CN(C)c1cc(Cl)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.92,
cand_832,O=C1CCC(N2Cc3cc(O)cc(C(F)(F)F)c3C2=O)C(=O)N1,0.935,
cand_833,O=C1CCC(N2C(=O)c3cc(O)cc(Cl)c3C2=O)C(=O)N1,0.975,
cand_834,COc1ccc(Br)c2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.92,
cand_835,Cc1c(C(=O)O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.95,
cand_836,CCc1c(S(N)(=O)=O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.945,
cand_837,CNc1cc2c(cc1-c1ccc(N3CCNCC3)cc1)C(=O)N(C1CCC(=O)NC1=O)C2,0.995,
cand_838,O=C1CCC(N2Cc3ccc(Br)c(-c4ccc(N5CCNCC5)cc4)c3C2=O)C(=O)N1,0.97,
cand_839,Nc1c(O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.94,
cand_840,CNc1c(N(C)C)ccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.975,
cand_841,O=C1CCC(N2Cc3c(ccc(I)c3-c3ccc(N4CCNCC4)cc3)C2=O)C(=O)N1,0.985,
cand_842,O=C1CCC(N2Cc3c(ccc(C(F)(F)F)c3-c3ccc(N4CCNCC4)cc3)C2=O)C(=O)N1,0.985,
cand_843,O=C1CCC(N2Cc3c(F)ccc(O)c3C2=O)C(=O)N1,0.915,
cand_844,O=C1CCC(N2Cc3c(-c4ccc(N5CCNCC5)cc4)ccc(C(=O)O)c3C2=O)C(=O)N1,0.99,
cand_845,Cc1c(Br)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.935,
cand_846,NC(=O)c1c(N)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.97,
cand_847,O=C1CCC(N2Cc3c(cc(F)cc3C(F)(F)F)C2=O)C(=O)N1,0.93,
cand_848,Cc1c(C(N)=O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.92,
cand_849,CNc1cc(OC)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.975,
cand_850,NC(=O)c1c(Br)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.985,
cand_851,NC(=O)c1cc(C(=O)O)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.89,
cand_852,NS(=O)(=O)c1cc([N+](=O)[O-])cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.875,
cand_853,O=C1CCC(N2C(=O)c3c(Br)ccc(I)c3C2=O)C(=O)N1,0.92,
cand_854,O=C1CCC(N2C(=O)c3c(F)ccc([N+](=O)[O-])c3C2=O)C(=O)N1,0.855,
cand_855,O=C1CCC(N2C(=O)c3cc(Cl)cc(C(=O)O)c3C2=O)C(=O)N1,0.965,
cand_856,CNc1cc(Br)c2c(c1)CN(C1CCC(=O)NC1=O)C2=O,0.915,
cand_857,Cc1cc(C#N)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.915,
cand_858,Cc1cc(N(C)C)cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.915,
cand_859,O=C1CCC(N2Cc3c(ccc(C(F)(F)F)c3I)C2=O)C(=O)N1,0.965,
cand_860,CCc1cc(OC)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.9,
cand_861,N#Cc1cc2c(cc1C(=O)O)C(=O)N(C1CCC(=O)NC1=O)C2,0.96,
cand_862,Cc1cc(N(C)C)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,
cand_863,N#Cc1c(O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.95,
cand_864,CNc1cc(O)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.965,
cand_865,NS(=O)(=O)c1cc(C(=O)O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.905,
cand_866,O=C1CCC(N2C(=O)c3ccc(C(F)(F)F)c(C(F)(F)F)c3C2=O)C(=O)N1,0.935,
cand_867,O=C1CCC(N2Cc3c(C(=O)O)cc(Br)cc3C2=O)C(=O)N1,0.94,
cand_868,COc1ccc(C(N)=O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.895,
cand_869,O=C1CCC(N2C(=O)c3c(O)ccc([N+](=O)[O-])c3C2=O)C(=O)N1,0.875,
cand_870,NS(=O)(=O)c1c(F)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,
cand_871,N#Cc1cc(Cl)c2c(c1)CN(C1CCC(=O)NC1=O)C2=O,0.925,
cand_872,N#Cc1c(C(N)=O)ccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.98,
cand_873,COc1ccc(C(N)=O)c2c1CN(C1CCC(=O)NC1=O)C2=O,0.885,
cand_874,N#Cc1cc2c(cc1[N+](=O)[O-])C(=O)N(C1CCC(=O)NC1=O)C2=O,0.885,
cand_875,Nc1ccc(O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.93,
cand_876,N#Cc1cc(F)c2c(c1)CN(C1CCC(=O)NC1=O)C2=O,0.9,
cand_877,CNc1ccc(C(=O)O)c2c1CN(C1CCC(=O)NC1=O)C2=O,0.89,
cand_878,Cc1cc2c(c(C(N)=O)c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.91,
cand_879,O=C1CCC(N2C(=O)c3ccc(C(F)(F)F)c(Br)c3C2=O)C(=O)N1,0.925,
cand_880,CCc1cc(S(N)(=O)=O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.93,
cand_881,CCc1cc2c(c(S(N)(=O)=O)c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.925,
cand_882,O=C1CCC(N2Cc3c(cc(F)cc3-c3ccc(N4CCNCC4)cc3)C2=O)C(=O)N1,0.95,
cand_883,CN(C)c1ccc2c(c1C(=O)O)CN(C1CCC(=O)NC1=O)C2=O,0.97,
cand_884,COc1cc2c(c(S(N)(=O)=O)c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.925,
cand_885,CN(C)c1ccc(N)c2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.91,
cand_886,N#Cc1cc2c(cc1O)C(=O)N(C1CCC(=O)NC1=O)C2,0.955,
cand_887,O=C1CCC(N2C(=O)c3ccc(C(F)(F)F)c(C(=O)O)c3C2=O)C(=O)N1,0.905,
cand_888,CNc1cc2c(cc1O)C(=O)N(C1CCC(=O)NC1=O)C2,0.965,
cand_889,Cc1cc2c(cc1C(F)(F)F)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.915,
cand_890,COc1ccc2c(c1O)CN(C1CCC(=O)NC1=O)C2=O,0.965,
cand_891,COc1ccc2c(c1Br)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.985,
cand_892,NC(=O)c1cc(F)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.895,
cand_893,Cc1c(S(N)(=O)=O)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,
cand_894,CNc1cc(N(C)C)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.945,
cand_895,CCc1cc2c(cc1-c1ccc(N3CCNCC3)cc1)C(=O)N(C1CCC(=O)NC1=O)C2,0.97,
cand_896,O=C1CCC(N2Cc3cc(O)cc(O)c3C2=O)C(=O)N1,0.945,
cand_897,Nc1cc2c(cc1[N+](=O)[O-])C(=O)N(C1CCC(=O)NC1=O)C2,0.875,
cand_898,CNc1cc(N(C)C)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.975,
cand_899,NS(=O)(=O)c1c([N+](=O)[O-])ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.85,
cand_900,COc1cc(F)c2c(c1)CN(C1CCC(=O)NC1=O)C2=O,0.935,
cand_901,Cc1cc2c(cc1S(N)(=O)=O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.935,
cand_902,CNc1cc(C(=O)O)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.94,
cand_903,O=C1CCC(N2C(=O)c3cc(F)cc(C(F)(F)F)c3C2=O)C(=O)N1,0.95,
cand_904,O=C1CCC(N2C(=O)c3cc(-c4ccc(N5CCNCC5)cc4)cc(I)c3C2=O)C(=O)N1,0.925,
cand_905,NS(=O)(=O)c1cc2c(c(S(N)(=O)=O)c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.96,
cand_906,O=C1CCC(N2C(=O)c3cc(O)cc([N+](=O)[O-])c3C2=O)C(=O)N1,0.9,
cand_907,CCc1ccc(F)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.825,
cand_908,Cc1c(N)ccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.895,
cand_909,NC(=O)c1c([N+](=O)[O-])ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.885,
cand_910,O=C1CCC(N2C(=O)c3cc(I)cc(O)c3C2=O)C(=O)N1,0.985,
cand_911,O=C1CCC(N2Cc3cc(F)c([N+](=O)[O-])cc3C2=O)C(=O)N1,0.925,
cand_912,O=C1CCC(N2Cc3c(ccc(I)c3F)C2=O)C(=O)N1,0.975,
cand_913,N#Cc1ccc(F)c2c1CN(C1CCC(=O)NC1=O)C2=O,0.92,
cand_914,CNc1c(I)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.905,
cand_915,CCc1ccc2c(c1N(C)C)CN(C1CCC(=O)NC1=O)C2=O,0.89,
cand_916,CN(C)c1ccc2c(c1N(C)C)C(=O)N(C1CCC(=O)NC1=O)C2,0.945,
cand_917,O=C1CCC(N2C(=O)c3c(O)ccc(C(=O)O)c3C2=O)C(=O)N1,0.91,
cand_918,NC(=O)c1cc(C(F)(F)F)cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.92,
cand_919,CCc1ccc2c(c1S(N)(=O)=O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.885,
cand_920,Cc1ccc2c(c1C(F)(F)F)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.94,
cand_921,O=C1CCC(N2C(=O)c3cc(O)cc(I)c3C2=O)C(=O)N1,0.96,
cand_922,COc1cc(Br)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.915,
cand_923,CCc1ccc(NC)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.835,
cand_924,CNc1cc2c(c(-c3ccc(N4CCNCC4)cc3)c1)CN(C1CCC(=O)NC1=O)C2=O,0.945,
cand_925,O=C1CCC(N2Cc3c(I)ccc(I)c3C2=O)C(=O)N1,0.925,
cand_926,O=C1CCC(N2Cc3c(O)ccc(F)c3C2=O)C(=O)N1,0.92,
cand_927,O=C1CCC(N2C(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3C2=O)C(=O)N1,0.94,
cand_928,N#Cc1c(-c2ccc(N3CCNCC3)cc2)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.945,
cand_929,NC(=O)c1cc(-c2ccc(N3CCNCC3)cc2)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.91,
cand_930,COc1c(C(F)(F)F)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.86,
cand_931,NC(=O)c1cc(Br)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.91,
cand_932,COc1cc(OC)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.98,
cand_933,Nc1cc(C(=O)O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.935,
cand_934,N#Cc1cc2c(c(-c3ccc(N4CCNCC4)cc3)c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.965,
cand_935,CCc1cc2c(cc1C)CN(C1CCC(=O)NC1=O)C2=O,0.945,
cand_936,CNc1cc2c(c(C(=O)O)c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.915,
cand_937,O=C1CCC(N2C(=O)c3cc(O)cc(F)c3C2=O)C(=O)N1,0.94,
cand_938,CN(C)c1cc(O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.94,
cand_939,CCc1c(C(F)(F)F)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.915,
cand_940,O=C1CCC(N2Cc3c(Br)cc([N+](=O)[O-])cc3C2=O)C(=O)N1,0.89,
cand_941,Nc1cc([N+](=O)[O-])cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.885,
cand_942,N#Cc1ccc2c(c1C(=O)O)C(=O)N(C1CCC(=O)NC1=O)C2,0.95,
cand_943,O=C1CCC(N2C(=O)c3ccc(Cl)c(-c4ccc(N5CCNCC5)cc4)c3C2=O)C(=O)N1,0.99,
cand_944,COc1cc2c(cc1C(N)=O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.95,
cand_945,COc1cc2c(cc1I)CN(C1CCC(=O)NC1=O)C2=O,0.945,
cand_946,Nc1cc2c(cc1S(N)(=O)=O)CN(C1CCC(=O)NC1=O)C2=O,0.97,
cand_947,O=C1CCC(N2C(=O)c3ccc([N+](=O)[O-])c(Cl)c3C2=O)C(=O)N1,0.92,
cand_948,Cc1ccc(O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.885,
cand_949,NS(=O)(=O)c1ccc(Br)c2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.925,
cand_950,CCc1cc(NC)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.895,
cand_951,NC(=O)c1cc(C(=O)O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.935,
cand_952,Cc1ccc(N(C)C)c2c1CN(C1CCC(=O)NC1=O)C2=O,0.92,
cand_953,CN(C)c1cc2c(cc1C(=O)O)CN(C1CCC(=O)NC1=O)C2=O,0.92,
cand_954,O=C1CCC(N2Cc3cc(O)cc([N+](=O)[O-])c3C2=O)C(=O)N1,0.88,
cand_955,O=C1CCC(N2C(=O)c3c(-c4ccc(N5CCNCC5)cc4)ccc(-c4ccc(N5CCNCC5)cc4)c3C2=O)C(=O)N1,0.98,
cand_956,CCc1ccc2c(c1I)C(=O)N(C1CCC(=O)NC1=O)C2,0.83,
cand_957,COc1cc2c(cc1C#N)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,
cand_958,CNc1c(C)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.925,
cand_959,O=C1CCC(N2C(=O)c3ccc(I)c(F)c3C2=O)C(=O)N1,0.95,
cand_960,Nc1c(Br)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.975,
cand_961,O=C1CCC(N2Cc3ccc(I)c(I)c3C2=O)C(=O)N1,0.95,
cand_962,CCc1ccc(C(N)=O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.83,
cand_963,CNc1cc(C)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.925,
cand_964,COc1cc2c(cc1F)CN(C1CCC(=O)NC1=O)C2=O,0.985,
cand_965,CNc1cc2c(cc1C(F)(F)F)C(=O)N(C1CCC(=O)NC1=O)C2,0.925,
cand_966,O=C1CCC(N2Cc3c(ccc(O)c3Cl)C2=O)C(=O)N1,0.99,
cand_967,Cc1c(O)ccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.97,
cand_968,CNc1cc(C)cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.895,
cand_969,O=C1CCC(N2Cc3c(ccc(Br)c3I)C2=O)C(=O)N1,0.975,
cand_970,Nc1ccc2c(c1I)C(=O)N(C1CCC(=O)NC1=O)C2,0.94,
cand_971,NS(=O)(=O)c1ccc(F)c2c1CN(C1CCC(=O)NC1=O)C2=O,0.915,
cand_972,CNc1cc2c(c(OC)c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.92,
cand_973,CCc1cc2c(cc1CC)C(=O)N(C1CCC(=O)NC1=O)C2,0.95,
cand_974,CN(C)c1ccc([N+](=O)[O-])c2c1CN(C1CCC(=O)NC1=O)C2=O,0.865,
cand_975,COc1ccc2c(c1N)C(=O)N(C1CCC(=O)NC1=O)C2,0.925,
cand_976,CN(C)c1cc2c(cc1C#N)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.945,
cand_977,O=C1CCC(N2C(=O)c3cc(F)cc(I)c3C2=O)C(=O)N1,0.93,
cand_978,Nc1c(-c2ccc(N3CCNCC3)cc2)ccc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.98,
cand_979,CN(C)c1ccc(C#N)c2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.93,
cand_980,CN(C)c1cc2c(c(C(F)(F)F)c1)CN(C1CCC(=O)NC1=O)C2=O,0.94,
cand_981,O=C1CCC(N2C(=O)c3c(F)ccc(Cl)c3C2=O)C(=O)N1,0.915,
cand_982,COc1cc(C(N)=O)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2,0.9,
cand_983,Cc1ccc(N)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.89,
cand_984,CCc1ccc2c(c1NC)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.895,
cand_985,O=C1CCC(N2Cc3cc([N+](=O)[O-])c(-c4ccc(N5CCNCC5)cc4)cc3C2=O)C(=O)N1,0.93,
cand_986,O=C1CCC(N2C(=O)c3ccc(C(=O)O)c(Br)c3C2=O)C(=O)N1,0.96,
cand_987,O=C1CCC(N2C(=O)c3cc(I)c([N+](=O)[O-])cc3C2=O)C(=O)N1,0.89,
cand_988,CCc1ccc2c(c1C(=O)O)C(=O)N(C1CCC(=O)NC1=O)C2,0.835,
cand_989,O=C1CCC(N2C(=O)c3c(F)ccc(F)c3C2=O)C(=O)N1,0.91,
cand_990,CNc1ccc([N+](=O)[O-])c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.85,
cand_991,CNc1ccc2c(c1C(F)(F)F)CN(C1CCC(=O)NC1=O)C2=O,0.985,
cand_992,COc1ccc2c(c1Cl)C(=O)N(C1CCC(=O)NC1=O)C2,0.95,
cand_993,N#Cc1ccc(S(N)(=O)=O)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.87,
cand_994,NC(=O)c1ccc2c(c1C(F)(F)F)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.92,
cand_995,CNc1cc2c(cc1N)CN(C1CCC(=O)NC1=O)C2=O,0.905,
cand_996,CN(C)c1ccc2c(c1C#N)CN(C1CCC(=O)NC1=O)C2=O,0.97,
cand_997,CCc1cc([N+](=O)[O-])cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.86,
cand_998,COc1cc(C(N)=O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2,0.88,
cand_999,Cc1cc2c(cc1C#N)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.92,
cand_1000,CN(C)c1cc(S(N)(=O)=O)cc2c1CN(C1CCC(=O)NC1=O)C2=O,0.92,
cand_1001,CNc1cc2c(c(C(F)(F)F)c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.95,
